original sort,content,contains date,len,Type,Group ID
1990,Texans GM Nick Caserio told reporters Joe Mixon will be re-evaluated after four weeks. (Source: Jonathan M Alexander on Twitter),#VALUE!,128,Headline / Summary,334
1991,"Fantasy Impact: Mixon will miss at least the first four weeks of the season after being placed on the NFI list. “We’ll see, we’ll take it one day at a time,"" Caserio said on his status. Nick Chubb, Woody Marks and Dameon Pierce will enter the season leading the Texans backfield.",#VALUE!,,Fantasy Impact,334
1992,Category: Injury Updates,#VALUE!,,Category,334
1993,Tim Patrick,#VALUE!,11,Player name,335
1994,Tim Patrick traded to Jacksonville Jaguars,#VALUE!,42,Headline / Summary,335
1995,"Wed, Aug 27th 11:18am EDT",22,,Date,335
1996,Tim Patrick has been traded from the Detroit Lions to the Jacksonville Jaguars in exchange for a sixth-round pick. (Source: Tom Pelissero on Twitter),#VALUE!,149,Headline / Summary,335
1997,Fantasy Impact: Patrick has been a steady contributor throughout his NFL career and will now find himself in Jacksonville with Trevor Lawrence and Co. after being acquired for a sixth-round pick on Wednesday. He isn't expected to play a prominent role but should be a valuable depth piece for the team.,#VALUE!,,Fantasy Impact,335
1998,Category: Transactions,#VALUE!,,Category,335
1999,Adam Thielen,#VALUE!,12,Player name,336
2000,Adam Thielen traded to Minnesota,#VALUE!,32,Headline / Summary,336
2001,"Wed, Aug 27th 10:13am EDT",22,,Date,336
2002,Adam Thielen has been traded to the Vikings along with a 2026 seventh-round pick and 2027 fifth-round pick from the Panthers for a 2026 fifth-round pick and a 2027 fourth-round pick. (Source: Adam Schefter via X),#VALUE!,212,Headline / Summary,336
2003,"Fantasy Impact: Thielen operated as the Panthers' WR1 for the past two seasons but with the additions of Tet McMillan and Xavier Legette and the rise of Jalen Coker, Carolina could afford to move on from the steady wideout and go with a youth movement. Returning home, Thielen should give JJ McCarthy a nice secondary target at receiver behind Justin Jefferson while Jordan Addison is out with a suspension.",#VALUE!,,Fantasy Impact,336
2004,Category: Transactions,#VALUE!,,Category,336
2005,Maxwell Hairston,#VALUE!,16,Player name,337
2006,Maxwell Hairston (knee) placed on IR,#VALUE!,36,Headline / Summary,337
2007,"Wed, Aug 27th 5:31am EDT",21,,Date,337
2008,The Bills placed rookie CB Maxwell Hairston on injured reserve. (Source: Tom Pelissero on Twitter),#VALUE!,98,Headline / Summary,337
2009,Fantasy Impact: Hairston will miss at least the first four weeks of the season.,#VALUE!,,Fantasy Impact,337
2010,Category: Injury Updates,#VALUE!,,Category,337
2011,Jalen Graham,#VALUE!,12,Player name,338
2012,Jalen Graham waived by 49ers,#VALUE!,28,Headline / Summary,338
2013,"Wed, Aug 27th 5:28am EDT",21,,Date,338
2014,The 49ers waived LB Jalen Graham. (Source: Eric Branch on Twitter),#VALUE!,66,Headline / Summary,338
2015,Fantasy Impact: Graham was unable to earn a spot on the 49ers 53-man roster. He'll likely look to land an opportunity on a practice squad.,#VALUE!,,Fantasy Impact,338
2016,Category: Transactions,#VALUE!,,Category,338
2017,Will Howard,#VALUE!,11,Player name,339
2018,Will Howard (hand) to be placed on IR,#VALUE!,37,Headline / Summary,339
2019,"Wed, Aug 27th 5:27am EDT",21,,Date,339
2020,The Steelers are expected to place QB Will Howard on injured reserve. (Source: Gerry Dulac on Twitter),#VALUE!,102,Headline / Summary,339
2021,Fantasy Impact: Howard continues to work his way back from a hand injury. He will miss at least the first four weeks during the season.,#VALUE!,,Fantasy Impact,339
2022,Category: Injury Updates,#VALUE!,,Category,339
2023,Devin Leary,#VALUE!,11,Player name,340
2024,Devin Leary released by Ravens,#VALUE!,30,Headline / Summary,340
2025,"Wed, Aug 27th 5:22am EDT",21,,Date,340
2026,The Ravens released QB Devin Leary. (Source: Jeff Zrebiec on Twitter),#VALUE!,69,Headline / Summary,340
2027,Fantasy Impact: Leary was unable to earn a spot on the Ravens 53-man roster. He'll likely look to land an opportunity on a practice squad.,#VALUE!,,Fantasy Impact,340
2028,Category: Transactions,#VALUE!,,Category,340
2029,David Sharpe,#VALUE!,12,Player name,341
2030,David Sharpe released by Chargers,#VALUE!,33,Headline / Summary,341
2031,"Wed, Aug 27th 5:21am EDT",21,,Date,341
2032,The Chargers released veteran OL David Sharpe. (Source: Ian Rapoport on Twitter),#VALUE!,80,Headline / Summary,341
2033,Fantasy Impact: Sharpe was unable to earn a spot on the Chargers 53-man roster. He'll likely look to land an opportunity on a practice squad.,#VALUE!,,Fantasy Impact,341
2034,Category: Transactions,#VALUE!,,Category,341
2035,C.J. Henderson,#VALUE!,14,Player name,342
2036,C.J. Henderson released by Falcons,#VALUE!,34,Headline / Summary,342
2037,"Wed, Aug 27th 5:18am EDT",21,,Date,342
2038,The Falcons released CB C.J. Henderson. (Source: Jordan Schultz on Twitter),#VALUE!,75,Headline / Summary,342
2039,Fantasy Impact: Henderson was unable to earn a spot on the Falcons 53-man roster. He'll likely look to land an opportunity on a practice squad.,#VALUE!,,Fantasy Impact,342
2040,Category: Transactions,#VALUE!,,Category,342
2041,Terique Owens,#VALUE!,13,Player name,343
2042,Terique Owens waived by 49ers,#VALUE!,29,Headline / Summary,343
2043,"Wed, Aug 27th 5:16am EDT",21,,Date,343
2044,The 49ers waived WR Terique Owens. (Source: Matt Maiocco on Twitter),#VALUE!,68,Headline / Summary,343
2045,Fantasy Impact: Owens was unable to earn a spot on the 49ers 53-man roster. He'll likely look to land an opportunity on a practice squad.,#VALUE!,,Fantasy Impact,343
2046,Category: Transactions,#VALUE!,,Category,343
2047,Rasul Douglas,#VALUE!,13,Player name,344
2048,Rasul Douglas signs with Dolphins,#VALUE!,33,Headline / Summary,344
2049,"Wed, Aug 27th 5:15am EDT",21,,Date,344
2050,The Dolphins signed Rasul Douglas to a $3 million deal. (Source: Jordan Schultz on Twitter),#VALUE!,91,Headline / Summary,344
2051,Fantasy Impact: Douglas will add more experience in the secondary for Miami.,#VALUE!,,Fantasy Impact,344
2052,Category: Transactions,#VALUE!,,Category,344
2053,Michael Jerrell,#VALUE!,15,Player name,345
2054,Michael Jerrell traded to Falcons,#VALUE!,33,Headline / Summary,345
2055,"Wed, Aug 27th 5:14am EDT",21,,Date,345
2056,The Seahawks traded OT Michael Jerrell to the Falcons for a conditional 2027 seventh-round pick. (Source: Tom Pelissero on Twitter),#VALUE!,131,Headline / Summary,345
2057,Fantasy Impact: Jerrell will add depth on the offensive line for Atlanta.,#VALUE!,,Fantasy Impact,345
2058,Category: Transactions,#VALUE!,,Category,345
2059,Ricky White III,#VALUE!,15,Player name,346
2060,Ricky White III waived by Seahawks,#VALUE!,34,Headline / Summary,346
2061,"Wed, Aug 27th 5:07am EDT",21,,Date,346
2062,The Seahawks waived WR Ricky White III. (Source: Brady Henderson on Twitter),#VALUE!,76,Headline / Summary,346
2063,Fantasy Impact: White was a seventh round pick of Seattle this year. He'll be a practice squad candidate if he clears waivers.,#VALUE!,,Fantasy Impact,346
2064,Category: Transactions,#VALUE!,,Category,346
2065,Beanie Bishop Jr.,#VALUE!,17,Player name,347
2066,Beanie Bishop Jr. released by Steelers,#VALUE!,38,Headline / Summary,347
2067,"Wed, Aug 27th 5:05am EDT",21,,Date,347
2068,The Steelers released DB Beanie Bishop Jr. (Source: Tom Pelissero on Twitter),#VALUE!,77,Headline / Summary,347
2069,Fantasy Impact: Bishop was unable to earn a spot on the Steelers 53-man roster. He'll likely look to land an opportunity on a practice squad.,#VALUE!,,Fantasy Impact,347
2070,Category: Transactions,#VALUE!,,Category,347
2071,Thomas Morstead,#VALUE!,15,Player name,348
2072,Thomas Morstead released by 49ers,#VALUE!,33,Headline / Summary,348
2073,"Wed, Aug 27th 5:03am EDT",21,,Date,348
2074,The 49ers released P Thomas Morstead. (Source: Tom Pelissero on Twitter),#VALUE!,72,Headline / Summary,348
2075,Fantasy Impact: Morstead was unable to earn a spot on the 49ers 53-man roster. He'll likely look to land an opportunity on a practice squad.,#VALUE!,,Fantasy Impact,348
2076,Category: Transactions,#VALUE!,,Category,348
2077,Malik Turner,#VALUE!,12,Player name,349
2078,Malik Turner released by 49ers,#VALUE!,30,Headline / Summary,349
2079,"Wed, Aug 27th 5:02am EDT",21,,Date,349
2080,The 49ers released WR Malik Turner. (Source: Tom Pelissero on Twitter),#VALUE!,70,Headline / Summary,349
2081,Fantasy Impact: Turner was unable to earn a spot on the 49ers 53-man roster. He'll likely look to land an opportunity on a practice squad.,#VALUE!,,Fantasy Impact,349
2082,Category: Transactions,#VALUE!,,Category,349
2083,Isaiah Hodgins,#VALUE!,14,Player name,350
2084,Isaiah Hodgins released by 49ers,#VALUE!,32,Headline / Summary,350
2085,"Wed, Aug 27th 5:01am EDT",21,,Date,350
2086,The 49ers released WR Isaiah Hodgins. (Source: Tom Pelissero on Twitter),#VALUE!,72,Headline / Summary,350
2087,Fantasy Impact: Hodgins was unable to earn a spot on the 49ers 53-man roster. He'll likely look to land an opportunity on a practice squad.,#VALUE!,,Fantasy Impact,350
2088,Category: Transactions,#VALUE!,,Category,350
2089,Robbie Chosen,#VALUE!,13,Player name,351
2090,Robbie Chosen released by 49ers,#VALUE!,31,Headline / Summary,351
2091,"Wed, Aug 27th 4:59am EDT",21,,Date,351
2092,The 49ers released WR Robbie Chosen. (Source: Tom Pelissero on Twitter),#VALUE!,71,Headline / Summary,351
2093,Fantasy Impact: Chosen was unable to earn a spot on the 49ers 53-man roster. He'll likely look to land an opportunity on a practice squad.,#VALUE!,,Fantasy Impact,351
2094,Category: Transactions,#VALUE!,,Category,351
2095,Sincere McCormick,#VALUE!,17,Player name,352
2096,Sincere McCormick released by Raiders,#VALUE!,37,Headline / Summary,352
2097,"Wed, Aug 27th 4:58am EDT",21,,Date,352
2098,The Raiders released RB Sincere McCormick. (Source: Tashan Reed on Twitter),#VALUE!,75,Headline / Summary,352
2099,Fantasy Impact: McCormick was unable to earn a spot on the Raiders 53-man roster. He'll likely look to land an opportunity on a practice squad.,#VALUE!,,Fantasy Impact,352
2100,Category: Transactions,#VALUE!,,Category,352
2101,Britain Covey,#VALUE!,13,Player name,353
2102,Britain Covey released by Rams,#VALUE!,30,Headline / Summary,353
2103,"Wed, Aug 27th 4:51am EDT",21,,Date,353
2104,The Rams released WR Britain Covey. (Source: Ari Meirov on Twitter),#VALUE!,67,Headline / Summary,353
2105,Fantasy Impact: Covey was unable to earn a spot on the Rams 53-man roster. He'll likely look to land an opportunity on a practice squad.,#VALUE!,,Fantasy Impact,353
2106,Category: Transactions,#VALUE!,,Category,353
2107,A.J. Green III,#VALUE!,14,Player name,354
2108,A.J. Green released by Rams,#VALUE!,27,Headline / Summary,354
2109,"Wed, Aug 27th 4:49am EDT",21,,Date,354
2110,The Rams released CB A.J. Green. (Source: Ari Meirov on Twitter),#VALUE!,64,Headline / Summary,354
2111,Fantasy Impact: Green was unable to earn a spot on the Rams 53-man roster. He'll likely look to land an opportunity on a practice squad.,#VALUE!,,Fantasy Impact,354
2112,Category: Transactions,#VALUE!,,Category,354
2113,Josh Tupou,#VALUE!,10,Player name,355
2114,Josh Tupou released by Colts,#VALUE!,28,Headline / Summary,355
2115,"Wed, Aug 27th 4:46am EDT",21,,Date,355
2116,The Colts released DT Josh Tupou. (Source: Adam Schefter on Twitter),#VALUE!,68,Headline / Summary,355
2117,Fantasy Impact: Tupou was unable to earn a spot on the Colts 53-man roster. He'll likely look to land an opportunity on a practice squad.,#VALUE!,,Fantasy Impact,355
2118,Category: Transactions,#VALUE!,,Category,355
2119,Laquon Treadwell,#VALUE!,16,Player name,356
2120,Laquon Treadwell released by Colts,#VALUE!,34,Headline / Summary,356
2121,"Wed, Aug 27th 4:45am EDT",21,,Date,356
2122,The Colts released WR Laquon Treadwell. (Source: Adam Schefter on Twitter),#VALUE!,74,Headline / Summary,356
2123,Fantasy Impact: Treadwell was unable to earn a spot on the Colts 53-man roster. He'll likely look to land an opportunity on a practice squad.,#VALUE!,,Fantasy Impact,356
2124,Category: Transactions,#VALUE!,,Category,356
2125,Duke Shelley,#VALUE!,12,Player name,357
2126,Duke Shelley released by Colts,#VALUE!,30,Headline / Summary,357
2127,"Wed, Aug 27th 4:44am EDT",21,,Date,357
2128,The Colts released DB Duke Shelley. (Source: Adam Schefter on Twitter),#VALUE!,70,Headline / Summary,357
2129,Fantasy Impact: Shelley was unable to earn a spot on the Colts 53-man roster. He'll likely look to land an opportunity on a practice squad.,#VALUE!,,Fantasy Impact,357
2130,Category: Transactions,#VALUE!,,Category,357
2131,Sean McKeon,#VALUE!,11,Player name,358
2132,Sean McKeon released by Colts,#VALUE!,29,Headline / Summary,358
2133,"Wed, Aug 27th 4:43am EDT",21,,Date,358
2134,The Colts released TE Sean McKeon. (Source: Adam Schefter on Twitter),#VALUE!,69,Headline / Summary,358
2135,Fantasy Impact: McKeon was unable to earn a spot on the Colts 53-man roster. He'll likely look to land an opportunity on a practice squad.,#VALUE!,,Fantasy Impact,358
2136,Category: Transactions,#VALUE!,,Category,358
2137,Chris Lammons,#VALUE!,13,Player name,359
2138,Chris Lammons released by Colts,#VALUE!,31,Headline / Summary,359
2139,"Wed, Aug 27th 4:42am EDT",21,,Date,359
2140,The Colts released CB Chris Lammons. (Source: Adam Schefter on Twitter),#VALUE!,71,Headline / Summary,359
2141,Fantasy Impact: Lammons was unable to earn a spot on the Colts 53-man roster. He'll likely look to land an opportunity on a practice squad.,#VALUE!,,Fantasy Impact,359
2142,Category: Transactions,#VALUE!,,Category,359
2143,Khalil Herbert,#VALUE!,14,Player name,360
2144,Khalil Herbert released by Colts,#VALUE!,32,Headline / Summary,360
2145,"Wed, Aug 27th 4:41am EDT",21,,Date,360
2146,The Colts released RB Khalil Herbert. (Source: Adam Schefter on Twitter),#VALUE!,72,Headline / Summary,360
2147,Fantasy Impact: Herbert was unable to earn a spot on the Colts 53-man roster. He'll likely look to land an opportunity on a practice squad.,#VALUE!,,Fantasy Impact,360
2148,Category: Transactions,#VALUE!,,Category,360
